{'imei': '305504094512937', 'imsi': '305504094512937', 'ses_id': '00121', 'mac': '9A:D7:6A:47:CD:61', 'relation': 'r40', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '487212941066253', 'imsi': '487212941066253', 'ses_id': '00544', 'mac': 'C8:79:F0:4A:50:FA', 'relation': 'r181', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '118922046146857', 'imsi': '118922046146857', 'ses_id': '00545', 'mac': '45:FD:DF:9D:57:FB', 'relation': 'r181', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '615710315471009', 'imsi': '615710315471009', 'ses_id': '00546', 'mac': '10:43:FB:FB:47:43', 'relation': 'r181', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '726871399109764', 'imsi': '726871399109764', 'ses_id': '00547', 'mac': '18:D5:1C:F4:1E:2E', 'relation': 'r182', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '330300443529833', 'imsi': '330300443529833', 'ses_id': '00548', 'mac': 'D0:B3:1A:D2:42:53', 'relation': 'r182', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '410910297722195', 'imsi': '410910297722195', 'ses_id': '00549', 'mac': 'C4:E1:A3:4A:01:E0', 'relation': 'r182', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '123203206710596', 'imsi': '123203206710596', 'ses_id': '00550', 'mac': 'DE:DE:CF:CA:08:CA', 'relation': 'r183', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '332514118870286', 'imsi': '332514118870286', 'ses_id': '00551', 'mac': '3A:B6:BF:99:48:9D', 'relation': 'r183', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '821111140228235', 'imsi': '821111140228235', 'ses_id': '00552', 'mac': '0B:84:C7:D0:5B:82', 'relation': 'r183', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '588455827111061', 'imsi': '588455827111061', 'ses_id': '00553', 'mac': 'A4:B4:B8:DD:20:4D', 'relation': 'r184', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '263853808699007', 'imsi': '263853808699007', 'ses_id': '00554', 'mac': '0C:6C:4E:AD:02:17', 'relation': 'r184', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '700404097830769', 'imsi': '700404097830769', 'ses_id': '00555', 'mac': '9E:FC:08:D4:B9:88', 'relation': 'r184', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '445217795593638', 'imsi': '445217795593638', 'ses_id': '00556', 'mac': '16:53:F9:F9:55:68', 'relation': 'r185', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '206704049061480', 'imsi': '206704049061480', 'ses_id': '00557', 'mac': '3F:6C:27:40:53:7E', 'relation': 'r185', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '732456636722060', 'imsi': '732456636722060', 'ses_id': '00558', 'mac': 'A4:37:CA:DD:F3:FF', 'relation': 'r185', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '561286261182193', 'imsi': '561286261182193', 'ses_id': '00559', 'mac': 'AF:8E:5D:78:CC:4D', 'relation': 'r186', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '772891258867240', 'imsi': '772891258867240', 'ses_id': '00560', 'mac': '37:78:0D:65:19:AD', 'relation': 'r186', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '452082090288571', 'imsi': '452082090288571', 'ses_id': '00561', 'mac': '39:B3:AB:25:A0:4E', 'relation': 'r186', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '960971099307039', 'imsi': '960971099307039', 'ses_id': '00562', 'mac': '7A:63:70:10:18:1A', 'relation': 'r187', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '784366863752319', 'imsi': '784366863752319', 'ses_id': '00563', 'mac': '57:E6:E0:42:2E:4B', 'relation': 'r187', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '873735471889823', 'imsi': '873735471889823', 'ses_id': '00564', 'mac': '06:14:E4:35:E8:85', 'relation': 'r187', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '206269188046842', 'imsi': '206269188046842', 'ses_id': '00565', 'mac': '19:D2:FE:B5:60:05', 'relation': 'r188', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '303463952710130', 'imsi': '303463952710130', 'ses_id': '00566', 'mac': '4D:65:B0:16:E1:9C', 'relation': 'r188', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '495936989412975', 'imsi': '495936989412975', 'ses_id': '00567', 'mac': '5B:23:30:74:25:52', 'relation': 'r188', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '374943126894742', 'imsi': '374943126894742', 'ses_id': '00568', 'mac': '4F:60:0F:DD:D3:29', 'relation': 'r189', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '690047889880312', 'imsi': '690047889880312', 'ses_id': '00569', 'mac': 'B2:D0:37:77:28:05', 'relation': 'r189', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '845774098930647', 'imsi': '845774098930647', 'ses_id': '00570', 'mac': '2F:93:5C:59:CA:27', 'relation': 'r189', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '424419437989761', 'imsi': '424419437989761', 'ses_id': '00571', 'mac': 'AE:48:26:1D:8E:80', 'relation': 'r190', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '695456410295656', 'imsi': '695456410295656', 'ses_id': '00572', 'mac': '5D:17:60:B7:04:0E', 'relation': 'r190', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '527944422391453', 'imsi': '527944422391453', 'ses_id': '00573', 'mac': '1D:8D:99:53:89:09', 'relation': 'r190', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '781533914283658', 'imsi': '781533914283658', 'ses_id': '00574', 'mac': 'DA:76:9D:EC:AF:4F', 'relation': 'r191', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '952911469006413', 'imsi': '952911469006413', 'ses_id': '00575', 'mac': '0F:73:4F:24:D9:26', 'relation': 'r191', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '486764372547989', 'imsi': '486764372547989', 'ses_id': '00576', 'mac': '16:99:E3:2B:C8:15', 'relation': 'r191', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '573195179711742', 'imsi': '573195179711742', 'ses_id': '00577', 'mac': '5F:2F:F6:F9:56:B9', 'relation': 'r192', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '612062855628918', 'imsi': '612062855628918', 'ses_id': '00578', 'mac': '6C:B3:5D:96:42:D2', 'relation': 'r192', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '170376953335028', 'imsi': '170376953335028', 'ses_id': '00579', 'mac': '4E:D1:6D:5A:D7:0C', 'relation': 'r192', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '911366260427616', 'imsi': '911366260427616', 'ses_id': '00580', 'mac': 'C9:61:D1:93:D5:63', 'relation': 'r193', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '200214483317182', 'imsi': '200214483317182', 'ses_id': '00581', 'mac': '3E:86:F6:84:55:4A', 'relation': 'r193', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '630340617294096', 'imsi': '630340617294096', 'ses_id': '00582', 'mac': '39:5F:ED:CA:73:B4', 'relation': 'r193', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '712642193507288', 'imsi': '712642193507288', 'ses_id': '00583', 'mac': '35:71:0C:3B:A0:2A', 'relation': 'r194', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '906066497451466', 'imsi': '906066497451466', 'ses_id': '00584', 'mac': 'F9:D4:C2:DE:02:E9', 'relation': 'r194', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '969007466740921', 'imsi': '969007466740921', 'ses_id': '00585', 'mac': 'FB:46:DE:01:4F:1D', 'relation': 'r194', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '437429717488042', 'imsi': '437429717488042', 'ses_id': '00586', 'mac': 'C3:08:CA:2B:4F:EF', 'relation': 'r195', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '907872374659467', 'imsi': '907872374659467', 'ses_id': '00587', 'mac': '1B:EA:DD:3C:96:26', 'relation': 'r195', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '259050332799243', 'imsi': '259050332799243', 'ses_id': '00588', 'mac': '5A:69:A6:68:9E:E5', 'relation': 'r195', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '769289982590214', 'imsi': '769289982590214', 'ses_id': '00589', 'mac': '01:FC:1E:C2:AA:B8', 'relation': 'r196', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '278203967675037', 'imsi': '278203967675037', 'ses_id': '00590', 'mac': '8E:5F:56:69:1A:1B', 'relation': 'r196', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '842002664276994', 'imsi': '842002664276994', 'ses_id': '00591', 'mac': '17:39:52:DD:3C:A4', 'relation': 'r196', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '161947436229915', 'imsi': '161947436229915', 'ses_id': '00592', 'mac': 'B7:56:21:C0:E1:03', 'relation': 'r197', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '212624614100615', 'imsi': '212624614100615', 'ses_id': '00593', 'mac': '7E:B8:0C:3A:36:38', 'relation': 'r197', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '843248589374156', 'imsi': '843248589374156', 'ses_id': '00594', 'mac': '81:6A:CF:D9:73:D8', 'relation': 'r197', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '123204803455904', 'imsi': '123204803455904', 'ses_id': '00595', 'mac': '30:22:AA:42:0F:93', 'relation': 'r198', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '979351420036734', 'imsi': '979351420036734', 'ses_id': '00596', 'mac': 'CB:CF:2F:70:FC:4C', 'relation': 'r198', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '226870466227828', 'imsi': '226870466227828', 'ses_id': '00597', 'mac': 'C2:54:42:B6:BC:77', 'relation': 'r198', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '143279999694890', 'imsi': '143279999694890', 'ses_id': '00598', 'mac': '7A:81:AF:37:BF:6C', 'relation': 'r199', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '173313650267189', 'imsi': '173313650267189', 'ses_id': '00599', 'mac': 'FC:6E:00:B6:A1:9D', 'relation': 'r199', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
